Posizionamento_Disciplina,Squadra,Punti,anno,disciplina,PtTotaliOlimpiade,Posizionamento_Olimpiade
20,CASSIO,10,2025,Canotto Race,392,11
21,ARVINO,10,2025,Canotto Race,438,5
22,EGBERTO,10,2025,Canotto Race,293,67
23,ALZIRA,10,2025,Canotto Race,300,57
24,ZAMORO,10,2025,Canotto Race,387,12
25,TEBALDO,10,2025,Canotto Race,320,39
26,DESDEMONA,10,2025,Canotto Race,343,27
27,AZUCENA,10,2025,Canotto Race,337,30
28,RODRIGO,10,2025,Canotto Race,291,68
29,MINA,10,2025,Canotto Race,349,25
30,BORSA,10,2025,Canotto Race,302,53
31,RIGOLETTO,10,2025,Canotto Race,271,85
32,ODABELLA,10,2025,Canotto Race,273,83
33,FRA MELITONE,6,2025,Canotto Race,144,108
34,BANCO,6,2025,Canotto Race,304,51
35,MEDORA,6,2025,Canotto Race,288,70
36,OTELLO,6,2025,Canotto Race,470,3
37,BARDOLFO,6,2025,Canotto Race,248,97
38,FERRANDO,6,2025,Canotto Race,267,87
39,ATTILA,6,2025,Canotto Race,268,86
40,DUCA DI MANTOVA,6,2025,Canotto Race,307,50
41,PIRRO,6,2025,Canotto Race,233,103
42,CONTE DI LUNA,6,2025,Canotto Race,357,21
43,BARBAROSSA,6,2025,Canotto Race,301,55
44,FENTON,6,2025,Canotto Race,266,89
45,MASSIMILIANO,6,2025,Canotto Race,247,98
46,CONTE DI VAUDEMONT,6,2025,Canotto Race,416,6
47,RE CARLO,6,2025,Canotto Race,244,99
48,DOROTEA,6,2025,Canotto Race,301,54
49,ATALIBA,6,2025,Canotto Race,327,35
50,FLORA,6,2025,Canotto Race,299,61
51,ROLLA,6,2025,Canotto Race,265,90
52,GUY DE MONTFORT,6,2025,Canotto Race,350,24
53,GUSMANO,6,2025,Canotto Race,266,88
54,SPARAFUCILE,6,2025,Canotto Race,362,16
55,AMNERIS,6,2025,Canotto Race,300,58
56,PREZIOSILLA,6,2025,Canotto Race,241,101
57,FILIPPO II,6,2025,Canotto Race,326,36
58,RUY GOMEZ,6,2025,Canotto Race,261,91
59,GASTONE,6,2025,Canotto Race,355,22
60,RODOLFO,6,2025,Canotto Race,317,44
61,AMONASRO,6,2025,Canotto Race,297,64
62,OVANDO,6,2025,Canotto Race,312,47
63,MOSER,6,2025,Canotto Race,230,104
64,FEDERICA,6,2025,Canotto Race,296,65
65,RAFFAELE,6,2025,Canotto Race,251,94
66,IMELDA,6,2025,Canotto Race,286,72
67,ELISABETTA DI VALOIS,6,2025,Canotto Race,287,71
68,BRIANO,6,2025,Canotto Race,224,106
69,RENATO,6,2025,Canotto Race,271,84
70,PAGANO,6,2025,Canotto Race,392,10
71,ARMINIO,6,2025,Canotto Race,225,105
72,OSCAR,6,2025,Canotto Race,275,81
73,ISMAELE,6,2025,Canotto Race,280,76
74,LINA,6,2025,Canotto Race,301,56
75,DON ALVARO,6,2025,Canotto Race,240,102
76,LEONORA,6,2025,Canotto Race,297,63
77,CORRADO,6,2025,Canotto Race,358,20
78,ALICE,6,2025,Canotto Race,332,32
79,FORESTO,6,2025,Canotto Race,302,52
80,GERMONT,6,2025,Canotto Race,312,46
81,ELENA,6,2025,Canotto Race,382,15
82,EMILIA,6,2025,Canotto Race,277,80
83,FORD,6,2025,Canotto Race,317,43
84,FALSTAFF,6,2025,Canotto Race,320,40
85,DON RICCARDO,6,2025,Canotto Race,300,59
86,DON CARLOS,6,2025,Canotto Race,337,31
87,ERNANI,6,2025,Canotto Race,283,73
88,ZACCARIA,6,2025,Canotto Race,384,14
89,VIOLETTA,6,2025,Canotto Race,345,26
90,LIDA,6,2025,Canotto Race,277,78
91,ARRIGO,6,2025,Canotto Race,293,66
92,ULDINO,6,2025,Canotto Race,248,96
93,WURM,6,2025,Canotto Race,298,62
94,ABDALLO,6,2025,Canotto Race,281,75
95,CALATRAVA,6,2025,Canotto Race,259,92
96,ROLANDO,6,2025,Canotto Race,300,60
97,NINETTA,6,2025,Canotto Race,213,107
98,LUISA MILLER,6,2025,Canotto Race,277,79
99,SEID,6,2025,Canotto Race,244,100
100,GODVINO,6,2025,Canotto Race,275,82
101,MANRICO,6,2025,Canotto Race,256,93
102,ULRICA,6,2025,Canotto Race,326,37
103,VICLINDA,6,2025,Canotto Race,251,95
104,RADAMÈS,6,2025,Canotto Race,291,69
105,AIDA,6,2025,Canotto Race,308,48
106,GILDA,6,2025,Canotto Race,315,45
107,DUNCANO,6,2025,Canotto Race,343,28
108,SELIMO,6,2025,Canotto Race,323,38
1,ELENA,30,2025,Cars Race,382,15
2,GILDA,25,2025,Cars Race,315,45
3,MALCOLM,21,2025,Cars Race,360,18
4,OTELLO,18,2025,Cars Race,470,3
5,ABIGAILLE,16,2025,Cars Race,385,13
6,FORD,15,2025,Cars Race,317,43
7,MARCOVALDO,14,2025,Cars Race,451,4
8,CONTE DI VAUDEMONT,14,2025,Cars Race,416,6
9,BORSA,14,2025,Cars Race,302,53
10,ROLANDO,14,2025,Cars Race,300,60
11,ODABELLA,14,2025,Cars Race,273,83
12,AIDA,14,2025,Cars Race,308,48
13,MEDORA,13,2025,Cars Race,288,70
14,DUCA DI MANTOVA,13,2025,Cars Race,307,50
15,FENTON,13,2025,Cars Race,266,89
16,ATALIBA,13,2025,Cars Race,327,35
17,GUY DE MONTFORT,13,2025,Cars Race,350,24
18,ALZIRA,13,2025,Cars Race,300,57
19,NABUCODONOSOR,12,2025,Cars Race,328,34
20,ARVINO,12,2025,Cars Race,438,5
21,ZAMORO,12,2025,Cars Race,387,12
22,LINA,12,2025,Cars Race,301,56
23,DON RICCARDO,12,2025,Cars Race,300,59
24,ARRIGO,12,2025,Cars Race,293,66
25,BARDOLFO,11,2025,Cars Race,248,97
26,FERRANDO,11,2025,Cars Race,267,87
27,ALFREDO,11,2025,Cars Race,470,2
28,ROLLA,11,2025,Cars Race,265,90
29,AROLDO,11,2025,Cars Race,320,41
30,CONTE DI WALTER,11,2025,Cars Race,396,8
31,TEBALDO,11,2025,Cars Race,320,39
32,ZACCARIA,11,2025,Cars Race,384,14
33,WURM,11,2025,Cars Race,298,62
34,LUISA MILLER,11,2025,Cars Race,277,79
35,SEID,11,2025,Cars Race,244,100
36,RADAMÈS,11,2025,Cars Race,291,69
37,MACDUFF,10,2025,Cars Race,355,23
38,BANCO,10,2025,Cars Race,304,51
39,CONTE DI LUNA,10,2025,Cars Race,357,21
40,IAGO,10,2025,Cars Race,479,1
41,FILIPPO II,10,2025,Cars Race,326,36
42,ELISABETTA DI VALOIS,10,2025,Cars Race,287,71
43,DESDEMONA,10,2025,Cars Race,343,27
44,PAGANO,10,2025,Cars Race,392,10
45,OSCAR,10,2025,Cars Race,275,81
46,CORRADO,10,2025,Cars Race,358,20
47,AZUCENA,10,2025,Cars Race,337,30
48,EMILIA,10,2025,Cars Race,277,80
49,MINA,10,2025,Cars Race,349,25
50,DON CARLOS,10,2025,Cars Race,337,31
51,LIDA,10,2025,Cars Race,277,78
52,VICLINDA,10,2025,Cars Race,251,95
53,CONTE RICCARDO,10,2025,Cars Race,329,33
54,SELIMO,10,2025,Cars Race,323,38
55,EZIO,8,2025,Cars Race,394,9
56,ATTILA,8,2025,Cars Race,268,86
57,STANKAR,8,2025,Cars Race,282,74
58,CASSIO,8,2025,Cars Race,392,11
59,BARBAROSSA,8,2025,Cars Race,301,55
60,DOROTEA,8,2025,Cars Race,301,54
61,GUSMANO,8,2025,Cars Race,266,88
62,AMNERIS,8,2025,Cars Race,300,58
63,PREZIOSILLA,8,2025,Cars Race,241,101
64,OVANDO,8,2025,Cars Race,312,47
65,FEDERICA,8,2025,Cars Race,296,65
66,ARMINIO,8,2025,Cars Race,225,105
67,FALSTAFF,8,2025,Cars Race,320,40
68,GISELDA,8,2025,Cars Race,358,19
69,ERNANI,8,2025,Cars Race,283,73
70,VIOLETTA,8,2025,Cars Race,345,26
71,ULDINO,8,2025,Cars Race,248,96
72,ULRICA,8,2025,Cars Race,326,37
73,FRA MELITONE,6,2025,Cars Race,144,108
74,MACBETH,6,2025,Cars Race,361,17
75,PIRRO,6,2025,Cars Race,233,103
76,MASSIMILIANO,6,2025,Cars Race,247,98
77,RE CARLO,6,2025,Cars Race,244,99
78,GULNARA,6,2025,Cars Race,338,29
79,FLORA,6,2025,Cars Race,299,61
80,EGBERTO,6,2025,Cars Race,293,67
81,SPARAFUCILE,6,2025,Cars Race,362,16
82,RUY GOMEZ,6,2025,Cars Race,261,91
83,GASTONE,6,2025,Cars Race,355,22
84,RODOLFO,6,2025,Cars Race,317,44
85,AMONASRO,6,2025,Cars Race,297,64
86,MOSER,6,2025,Cars Race,230,104
87,RAFFAELE,6,2025,Cars Race,251,94
88,IMELDA,6,2025,Cars Race,286,72
89,BRIANO,6,2025,Cars Race,224,106
90,RENATO,6,2025,Cars Race,271,84
91,ISMAELE,6,2025,Cars Race,280,76
92,DON ALVARO,6,2025,Cars Race,240,102
93,LEONORA,6,2025,Cars Race,297,63
94,ELVIRA,6,2025,Cars Race,279,77
95,ALICE,6,2025,Cars Race,332,32
96,FORESTO,6,2025,Cars Race,302,52
97,GERMONT,6,2025,Cars Race,312,46
98,RODRIGO,6,2025,Cars Race,291,68
99,STIFFELIO,6,2025,Cars Race,307,49
100,ABDALLO,6,2025,Cars Race,281,75
101,CALATRAVA,6,2025,Cars Race,259,92
102,NINETTA,6,2025,Cars Race,213,107
103,RIGOLETTO,6,2025,Cars Race,271,85
104,GODVINO,6,2025,Cars Race,275,82
105,AMELIA,6,2025,Cars Race,318,42
106,MANRICO,6,2025,Cars Race,256,93
107,RAMFIS,6,2025,Cars Race,403,7
108,DUNCANO,6,2025,Cars Race,343,28
1,ELENA,30,2025,Disc Golf,382,15
2,ALFREDO,25,2025,Disc Golf,470,2
3,CONTE DI LUNA,21,2025,Disc Golf,357,21
4,EZIO,18,2025,Disc Golf,394,9
5,ABIGAILLE,17,2025,Disc Golf,385,13
6,AMNERIS,17,2025,Disc Golf,300,58
7,GISELDA,17,2025,Disc Golf,358,19
8,ZACCARIA,17,2025,Disc Golf,384,14
9,SELIMO,17,2025,Disc Golf,323,38
10,OTELLO,16,2025,Disc Golf,470,3
11,NABUCODONOSOR,16,2025,Disc Golf,328,34
12,PIRRO,16,2025,Disc Golf,233,103
13,IAGO,16,2025,Disc Golf,479,1
14,CONTE DI WALTER,16,2025,Disc Golf,396,8
15,ULRICA,16,2025,Disc Golf,326,37
16,ARVINO,15,2025,Disc Golf,438,5
17,GUY DE MONTFORT,15,2025,Disc Golf,350,24
18,DON CARLOS,15,2025,Disc Golf,337,31
19,ABDALLO,15,2025,Disc Golf,281,75
20,RAMFIS,15,2025,Disc Golf,403,7
21,AIDA,15,2025,Disc Golf,308,48
22,BARDOLFO,14,2025,Disc Golf,248,97
23,ATTILA,14,2025,Disc Golf,268,86
24,CASSIO,14,2025,Disc Golf,392,11
25,ZAMORO,14,2025,Disc Golf,387,12
26,OVANDO,14,2025,Disc Golf,312,47
27,ELVIRA,14,2025,Disc Golf,279,77
28,ALICE,14,2025,Disc Golf,332,32
29,SEID,14,2025,Disc Golf,244,100
30,CONTE DI VAUDEMONT,13,2025,Disc Golf,416,6
31,DOROTEA,13,2025,Disc Golf,301,54
32,GULNARA,13,2025,Disc Golf,338,29
33,ROLLA,13,2025,Disc Golf,265,90
34,PAGANO,13,2025,Disc Golf,392,10
35,LINA,13,2025,Disc Golf,301,56
36,AZUCENA,13,2025,Disc Golf,337,30
37,FORD,13,2025,Disc Golf,317,43
38,LUISA MILLER,13,2025,Disc Golf,277,79
39,MACDUFF,12,2025,Disc Golf,355,23
40,MARCOVALDO,12,2025,Disc Golf,451,4
41,FLORA,12,2025,Disc Golf,299,61
42,SPARAFUCILE,12,2025,Disc Golf,362,16
43,FILIPPO II,12,2025,Disc Golf,326,36
44,GASTONE,12,2025,Disc Golf,355,22
45,FORESTO,12,2025,Disc Golf,302,52
46,STIFFELIO,12,2025,Disc Golf,307,49
47,NINETTA,12,2025,Disc Golf,213,107
48,DUNCANO,12,2025,Disc Golf,343,28
49,FENTON,11,2025,Disc Golf,266,89
50,MALCOLM,11,2025,Disc Golf,360,18
51,RODOLFO,11,2025,Disc Golf,317,44
52,ARMINIO,11,2025,Disc Golf,225,105
53,DON ALVARO,11,2025,Disc Golf,240,102
54,EMILIA,11,2025,Disc Golf,277,80
55,BORSA,11,2025,Disc Golf,302,53
56,RIGOLETTO,11,2025,Disc Golf,271,85
57,ODABELLA,11,2025,Disc Golf,273,83
58,GILDA,11,2025,Disc Golf,315,45
59,STANKAR,10,2025,Disc Golf,282,74
60,BARBAROSSA,10,2025,Disc Golf,301,55
61,EGBERTO,10,2025,Disc Golf,293,67
62,IMELDA,10,2025,Disc Golf,286,72
63,DESDEMONA,10,2025,Disc Golf,343,27
64,CORRADO,10,2025,Disc Golf,358,20
65,FALSTAFF,10,2025,Disc Golf,320,40
66,RODRIGO,10,2025,Disc Golf,291,68
67,VIOLETTA,10,2025,Disc Golf,345,26
68,RADAMÈS,10,2025,Disc Golf,291,69
69,FERRANDO,9,2025,Disc Golf,267,87
70,ATALIBA,9,2025,Disc Golf,327,35
71,GUSMANO,9,2025,Disc Golf,266,88
72,RAFFAELE,9,2025,Disc Golf,251,94
73,OSCAR,9,2025,Disc Golf,275,81
74,ISMAELE,9,2025,Disc Golf,280,76
75,ARRIGO,9,2025,Disc Golf,293,66
76,ULDINO,9,2025,Disc Golf,248,96
77,CALATRAVA,9,2025,Disc Golf,259,92
78,AMELIA,9,2025,Disc Golf,318,42
79,BANCO,8,2025,Disc Golf,304,51
80,MASSIMILIANO,8,2025,Disc Golf,247,98
81,TEBALDO,8,2025,Disc Golf,320,39
82,RENATO,8,2025,Disc Golf,271,84
83,GERMONT,8,2025,Disc Golf,312,46
84,ERNANI,8,2025,Disc Golf,283,73
85,ROLANDO,8,2025,Disc Golf,300,60
86,GODVINO,8,2025,Disc Golf,275,82
87,VICLINDA,8,2025,Disc Golf,251,95
88,CONTE RICCARDO,8,2025,Disc Golf,329,33
89,MEDORA,7,2025,Disc Golf,288,70
90,PREZIOSILLA,7,2025,Disc Golf,241,101
91,RUY GOMEZ,7,2025,Disc Golf,261,91
92,ALZIRA,7,2025,Disc Golf,300,57
93,FEDERICA,7,2025,Disc Golf,296,65
94,BRIANO,7,2025,Disc Golf,224,106
95,LEONORA,7,2025,Disc Golf,297,63
96,MINA,7,2025,Disc Golf,349,25
97,DON RICCARDO,7,2025,Disc Golf,300,59
98,MANRICO,7,2025,Disc Golf,256,93
99,FRA MELITONE,6,2025,Disc Golf,144,108
100,MACBETH,6,2025,Disc Golf,361,17
101,DUCA DI MANTOVA,6,2025,Disc Golf,307,50
102,RE CARLO,6,2025,Disc Golf,244,99
103,AROLDO,6,2025,Disc Golf,320,41
104,AMONASRO,6,2025,Disc Golf,297,64
105,MOSER,6,2025,Disc Golf,230,104
106,ELISABETTA DI VALOIS,6,2025,Disc Golf,287,71
107,LIDA,6,2025,Disc Golf,277,78
108,WURM,6,2025,Disc Golf,298,62
1,DOROTEA,30,2025,Dodgeball,301,54
2,AZUCENA,25,2025,Dodgeball,337,30
3,CASSIO,21,2025,Dodgeball,392,11
4,NABUCODONOSOR,18,2025,Dodgeball,328,34
5,OTELLO,16,2025,Dodgeball,470,3
6,CONTE DI LUNA,16,2025,Dodgeball,357,21
7,GUSMANO,16,2025,Dodgeball,266,88
8,ABDALLO,16,2025,Dodgeball,281,75
9,MARCOVALDO,14,2025,Dodgeball,451,4
10,CONTE DI VAUDEMONT,14,2025,Dodgeball,416,6
11,AROLDO,14,2025,Dodgeball,320,41
12,OVANDO,14,2025,Dodgeball,312,47
13,PAGANO,14,2025,Dodgeball,392,10
14,ZACCARIA,14,2025,Dodgeball,384,14
15,ULRICA,14,2025,Dodgeball,326,37
16,CONTE RICCARDO,14,2025,Dodgeball,329,33
17,MACBETH,12,2025,Dodgeball,361,17
18,BANCO,12,2025,Dodgeball,304,51
19,EZIO,12,2025,Dodgeball,394,9
20,ARVINO,12,2025,Dodgeball,438,5
21,IAGO,12,2025,Dodgeball,479,1
22,ROLLA,12,2025,Dodgeball,265,90
23,FILIPPO II,12,2025,Dodgeball,326,36
24,FEDERICA,12,2025,Dodgeball,296,65
25,ALICE,12,2025,Dodgeball,332,32
26,ELENA,12,2025,Dodgeball,382,15
27,MINA,12,2025,Dodgeball,349,25
28,ARRIGO,12,2025,Dodgeball,293,66
29,ULDINO,12,2025,Dodgeball,248,96
30,GILDA,12,2025,Dodgeball,315,45
31,DUNCANO,12,2025,Dodgeball,343,28
32,SELIMO,12,2025,Dodgeball,323,38
33,ALFREDO,10,2025,Dodgeball,470,2
34,ATALIBA,10,2025,Dodgeball,327,35
35,MALCOLM,10,2025,Dodgeball,360,18
36,EGBERTO,10,2025,Dodgeball,293,67
37,GUY DE MONTFORT,10,2025,Dodgeball,350,24
38,SPARAFUCILE,10,2025,Dodgeball,362,16
39,AMNERIS,10,2025,Dodgeball,300,58
40,RUY GOMEZ,10,2025,Dodgeball,261,91
41,GASTONE,10,2025,Dodgeball,355,22
42,ALZIRA,10,2025,Dodgeball,300,57
43,RODOLFO,10,2025,Dodgeball,317,44
44,AMONASRO,10,2025,Dodgeball,297,64
45,ZAMORO,10,2025,Dodgeball,387,12
46,MOSER,10,2025,Dodgeball,230,104
47,RENATO,10,2025,Dodgeball,271,84
48,LEONORA,10,2025,Dodgeball,297,63
49,CORRADO,10,2025,Dodgeball,358,20
50,EMILIA,10,2025,Dodgeball,277,80
51,FORD,10,2025,Dodgeball,317,43
52,DON RICCARDO,10,2025,Dodgeball,300,59
53,ERNANI,10,2025,Dodgeball,283,73
54,ODABELLA,10,2025,Dodgeball,273,83
55,MEDORA,8,2025,Dodgeball,288,70
56,ATTILA,8,2025,Dodgeball,268,86
57,PIRRO,8,2025,Dodgeball,233,103
58,STANKAR,8,2025,Dodgeball,282,74
59,BARBAROSSA,8,2025,Dodgeball,301,55
60,GULNARA,8,2025,Dodgeball,338,29
61,FLORA,8,2025,Dodgeball,299,61
62,PREZIOSILLA,8,2025,Dodgeball,241,101
63,TEBALDO,8,2025,Dodgeball,320,39
64,IMELDA,8,2025,Dodgeball,286,72
65,DESDEMONA,8,2025,Dodgeball,343,27
66,ARMINIO,8,2025,Dodgeball,225,105
67,OSCAR,8,2025,Dodgeball,275,81
68,ISMAELE,8,2025,Dodgeball,280,76
69,ELVIRA,8,2025,Dodgeball,279,77
70,FORESTO,8,2025,Dodgeball,302,52
71,GERMONT,8,2025,Dodgeball,312,46
72,BORSA,8,2025,Dodgeball,302,53
73,STIFFELIO,8,2025,Dodgeball,307,49
74,VIOLETTA,8,2025,Dodgeball,345,26
75,LIDA,8,2025,Dodgeball,277,78
76,WURM,8,2025,Dodgeball,298,62
77,CALATRAVA,8,2025,Dodgeball,259,92
78,RIGOLETTO,8,2025,Dodgeball,271,85
79,LUISA MILLER,8,2025,Dodgeball,277,79
80,SEID,8,2025,Dodgeball,244,100
81,RAMFIS,8,2025,Dodgeball,403,7
82,FRA MELITONE,6,2025,Dodgeball,144,108
83,MACDUFF,6,2025,Dodgeball,355,23
84,ABIGAILLE,6,2025,Dodgeball,385,13
85,BARDOLFO,6,2025,Dodgeball,248,97
86,FERRANDO,6,2025,Dodgeball,267,87
87,DUCA DI MANTOVA,6,2025,Dodgeball,307,50
88,FENTON,6,2025,Dodgeball,266,89
89,MASSIMILIANO,6,2025,Dodgeball,247,98
90,RE CARLO,6,2025,Dodgeball,244,99
91,CONTE DI WALTER,6,2025,Dodgeball,396,8
92,RAFFAELE,6,2025,Dodgeball,251,94
93,ELISABETTA DI VALOIS,6,2025,Dodgeball,287,71
94,BRIANO,6,2025,Dodgeball,224,106
95,LINA,6,2025,Dodgeball,301,56
96,DON ALVARO,6,2025,Dodgeball,240,102
97,FALSTAFF,6,2025,Dodgeball,320,40
98,RODRIGO,6,2025,Dodgeball,291,68
99,GISELDA,6,2025,Dodgeball,358,19
100,DON CARLOS,6,2025,Dodgeball,337,31
101,ROLANDO,6,2025,Dodgeball,300,60
102,NINETTA,6,2025,Dodgeball,213,107
103,GODVINO,6,2025,Dodgeball,275,82
104,AMELIA,6,2025,Dodgeball,318,42
105,MANRICO,6,2025,Dodgeball,256,93
106,VICLINDA,6,2025,Dodgeball,251,95
107,RADAMÈS,6,2025,Dodgeball,291,69
108,AIDA,6,2025,Dodgeball,308,48
1,CONTE DI VAUDEMONT,30,2025,Freccette,416,6
2,MARCOVALDO,25,2025,Freccette,451,4
3,STANKAR,21,2025,Freccette,282,74
4,IMELDA,18,2025,Freccette,286,72
5,MASSIMILIANO,16,2025,Freccette,247,98
6,ALFREDO,16,2025,Freccette,470,2
7,RAMFIS,16,2025,Freccette,403,7
8,SELIMO,16,2025,Freccette,323,38
9,OTELLO,14,2025,Freccette,470,3
10,DUCA DI MANTOVA,14,2025,Freccette,307,50
11,CASSIO,14,2025,Freccette,392,11
12,GASTONE,14,2025,Freccette,355,22
13,FORESTO,14,2025,Freccette,302,52
14,EMILIA,14,2025,Freccette,277,80
15,ERNANI,14,2025,Freccette,283,73
16,VIOLETTA,14,2025,Freccette,345,26
17,EZIO,12,2025,Freccette,394,9
18,ARVINO,12,2025,Freccette,438,5
19,ATALIBA,12,2025,Freccette,327,35
20,IAGO,12,2025,Freccette,479,1
21,EGBERTO,12,2025,Freccette,293,67
22,CONTE DI WALTER,12,2025,Freccette,396,8
23,OVANDO,12,2025,Freccette,312,47
24,PAGANO,12,2025,Freccette,392,10
25,LEONORA,12,2025,Freccette,297,63
26,ALICE,12,2025,Freccette,332,32
27,FALSTAFF,12,2025,Freccette,320,40
28,DON CARLOS,12,2025,Freccette,337,31
29,ROLANDO,12,2025,Freccette,300,60
30,RIGOLETTO,12,2025,Freccette,271,85
31,RADAMÈS,12,2025,Freccette,291,69
32,CONTE RICCARDO,12,2025,Freccette,329,33
33,MACBETH,10,2025,Freccette,361,17
34,MACDUFF,10,2025,Freccette,355,23
35,ABIGAILLE,10,2025,Freccette,385,13
36,BANCO,10,2025,Freccette,304,51
37,FERRANDO,10,2025,Freccette,267,87
38,FLORA,10,2025,Freccette,299,61
39,MALCOLM,10,2025,Freccette,360,18
40,ROLLA,10,2025,Freccette,265,90
41,AMNERIS,10,2025,Freccette,300,58
42,FILIPPO II,10,2025,Freccette,326,36
43,AROLDO,10,2025,Freccette,320,41
44,RODOLFO,10,2025,Freccette,317,44
45,ZAMORO,10,2025,Freccette,387,12
46,MOSER,10,2025,Freccette,230,104
47,FORD,10,2025,Freccette,317,43
48,GISELDA,10,2025,Freccette,358,19
49,BORSA,10,2025,Freccette,302,53
50,LIDA,10,2025,Freccette,277,78
51,ABDALLO,10,2025,Freccette,281,75
52,CALATRAVA,10,2025,Freccette,259,92
53,ODABELLA,10,2025,Freccette,273,83
54,DUNCANO,10,2025,Freccette,343,28
55,BARDOLFO,8,2025,Freccette,248,97
56,ATTILA,8,2025,Freccette,268,86
57,RE CARLO,8,2025,Freccette,244,99
58,GUY DE MONTFORT,8,2025,Freccette,350,24
59,GUSMANO,8,2025,Freccette,266,88
60,PREZIOSILLA,8,2025,Freccette,241,101
61,RUY GOMEZ,8,2025,Freccette,261,91
62,AMONASRO,8,2025,Freccette,297,64
63,FEDERICA,8,2025,Freccette,296,65
64,RAFFAELE,8,2025,Freccette,251,94
65,ELISABETTA DI VALOIS,8,2025,Freccette,287,71
66,BRIANO,8,2025,Freccette,224,106
67,DESDEMONA,8,2025,Freccette,343,27
68,OSCAR,8,2025,Freccette,275,81
69,LINA,8,2025,Freccette,301,56
70,DON ALVARO,8,2025,Freccette,240,102
71,ELVIRA,8,2025,Freccette,279,77
72,CORRADO,8,2025,Freccette,358,20
73,AZUCENA,8,2025,Freccette,337,30
74,GERMONT,8,2025,Freccette,312,46
75,RODRIGO,8,2025,Freccette,291,68
76,MINA,8,2025,Freccette,349,25
77,ZACCARIA,8,2025,Freccette,384,14
78,WURM,8,2025,Freccette,298,62
79,NINETTA,8,2025,Freccette,213,107
80,LUISA MILLER,8,2025,Freccette,277,79
81,SEID,8,2025,Freccette,244,100
82,FRA MELITONE,6,2025,Freccette,144,108
83,MEDORA,6,2025,Freccette,288,70
84,NABUCODONOSOR,6,2025,Freccette,328,34
85,PIRRO,6,2025,Freccette,233,103
86,CONTE DI LUNA,6,2025,Freccette,357,21
87,BARBAROSSA,6,2025,Freccette,301,55
88,FENTON,6,2025,Freccette,266,89
89,DOROTEA,6,2025,Freccette,301,54
90,GULNARA,6,2025,Freccette,338,29
91,SPARAFUCILE,6,2025,Freccette,362,16
92,ALZIRA,6,2025,Freccette,300,57
93,TEBALDO,6,2025,Freccette,320,39
94,RENATO,6,2025,Freccette,271,84
95,ARMINIO,6,2025,Freccette,225,105
96,ISMAELE,6,2025,Freccette,280,76
97,ELENA,6,2025,Freccette,382,15
98,DON RICCARDO,6,2025,Freccette,300,59
99,STIFFELIO,6,2025,Freccette,307,49
100,ARRIGO,6,2025,Freccette,293,66
101,ULDINO,6,2025,Freccette,248,96
102,GODVINO,6,2025,Freccette,275,82
103,AMELIA,6,2025,Freccette,318,42
104,MANRICO,6,2025,Freccette,256,93
105,ULRICA,6,2025,Freccette,326,37
106,VICLINDA,6,2025,Freccette,251,95
107,AIDA,6,2025,Freccette,308,48
108,GILDA,6,2025,Freccette,315,45
1,IAGO,30,2025,Free Climbing,479,1
2,OTELLO,25,2025,Free Climbing,470,3
3,CASSIO,21,2025,Free Climbing,392,11
4,STIFFELIO,18,2025,Free Climbing,307,49
5,GULNARA,16,2025,Free Climbing,338,29
6,MALCOLM,16,2025,Free Climbing,360,18
7,ABDALLO,16,2025,Free Climbing,281,75
8,DUNCANO,16,2025,Free Climbing,343,28
9,EZIO,14,2025,Free Climbing,394,9
10,FENTON,14,2025,Free Climbing,266,89
11,GASTONE,14,2025,Free Climbing,355,22
12,TEBALDO,14,2025,Free Climbing,320,39
13,BRIANO,14,2025,Free Climbing,224,106
14,ARMINIO,14,2025,Free Climbing,225,105
15,LEONORA,14,2025,Free Climbing,297,63
16,AMELIA,14,2025,Free Climbing,318,42
17,ABIGAILLE,12,2025,Free Climbing,385,13
18,ARVINO,12,2025,Free Climbing,438,5
19,MARCOVALDO,12,2025,Free Climbing,451,4
20,ALFREDO,12,2025,Free Climbing,470,2
21,ATALIBA,12,2025,Free Climbing,327,35
22,EGBERTO,12,2025,Free Climbing,293,67
23,AMNERIS,12,2025,Free Climbing,300,58
24,FEDERICA,12,2025,Free Climbing,296,65
25,RAFFAELE,12,2025,Free Climbing,251,94
26,ELISABETTA DI VALOIS,12,2025,Free Climbing,287,71
27,LINA,12,2025,Free Climbing,301,56
28,ZACCARIA,12,2025,Free Climbing,384,14
29,VIOLETTA,12,2025,Free Climbing,345,26
30,RAMFIS,12,2025,Free Climbing,403,7
31,RADAMÈS,12,2025,Free Climbing,291,69
32,GILDA,12,2025,Free Climbing,315,45
33,MACDUFF,10,2025,Free Climbing,355,23
34,BANCO,10,2025,Free Climbing,304,51
35,MEDORA,10,2025,Free Climbing,288,70
36,ATTILA,10,2025,Free Climbing,268,86
37,DUCA DI MANTOVA,10,2025,Free Climbing,307,50
38,CONTE DI LUNA,10,2025,Free Climbing,357,21
39,DOROTEA,10,2025,Free Climbing,301,54
40,FLORA,10,2025,Free Climbing,299,61
41,FILIPPO II,10,2025,Free Climbing,326,36
42,AROLDO,10,2025,Free Climbing,320,41
43,CONTE DI WALTER,10,2025,Free Climbing,396,8
44,IMELDA,10,2025,Free Climbing,286,72
45,PAGANO,10,2025,Free Climbing,392,10
46,ISMAELE,10,2025,Free Climbing,280,76
47,AZUCENA,10,2025,Free Climbing,337,30
48,GERMONT,10,2025,Free Climbing,312,46
